Propriétaire du contact,Commercial,Représentant légale,Nom commercial,Numéro de téléphone,Adresse e-mail,ADRESSE,SECTEUR,METIER/Description,SIRET,IDCC,Note à moi même,Conclusion
lebon.commercial@disciplina.re,EMILE, 	JOLU Veronique,Immobilière de bourbon,0262 50 35 25,,3 chemin écoliers,ste clotilde 97490,"Agences immobilières
",53869138700012,,non du tout ,
lebon.commercial@disciplina.re,EMILE,        Belahmar Abdelali,BOULANGERIE MASCAREIGNE, 02 62 29 31 50,,"SAINTE ANNE LA REUNION, 11 RUE BENIGNA FAUSTIN, ",SAINT-BENOIT 97437 ,"Fabrication industrielle de pain et de pâtisserie fraîche
",98091634000014,,Oui NTC-25 ans direction@bm-reunion.re,
lebon.commercial@disciplina.re,EMILE,Ibrahim Goulamaly Azmina,MAUVILLAC,02 62 29 40 00,,ZA PATATES A DURAND RUE DES FRUITS A PAIN ,saint denis 97490,"Fabrication de peintures, vernis, encres et mastics
",49330985000045,,Complet pour le moment prise de contact ok,
lebon.commercial@disciplina.re,EMILE,Mahanlal Narsy Shailesh,Bijouterie Nita, 02 62 52 73 79,,22 rue compganie , 97400 saint denis ,"Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé
",85096236600025,,Non du tout ,
lebon.commercial@disciplina.re,EMILE,	Kazi Mamode,Au Petit Bonheur, 02 62 28 42 63,,Ste Clotilde 48 avenue Leconte de Lisle Ste Clotilde ,97490 Saint Denis ,"Commerce de détail d'habillement en magasin spécialisé
",88068792600035,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,Roulof Thérèse,ADESIR," 02 62 97 25 02
",,        7 CHEMIN ARTHUR RIMBAUD,ste marie 97438,"Autres organisations fonctionnant par adhésion volontaire
",49781250300025,,AD ok -25 ans adesir97438@adesir.re,
lebon.commercial@disciplina.re,EMILE,Carpentier Kessan,Cash Express," 02 62 50 55 40
",,"SAINTE CLOTILDE, 16 RUE BRIDET,", 97490 SAINT-DENIS,"Commerce de détail de biens d'occasion en magasin
",94909911300019,,rappeler demain ,
lebon.commercial@disciplina.re,EMILE,GOULAMALY Veronique,DOUSSY LOC," 02 62 40 57 57
",,3 B RUE JEAN BAPTISTE PONAMA,st denis 97400,"Location de courte durée de voitures et de véhicules automobiles légers
",53125260900023,,OUI AD - 25 ans carte grise assurance etc ,
lebon.commercial@disciplina.re,EMILE,Mall Salima,Jeff de bruges,0262 50 63 16 ou 02 62 41 48 06,,95 RUE JEAN CHATEL,st denis 97400,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé
",40018425500026,,Non du tout ,
lebon.commercial@disciplina.re,EMILE,	Jeanne Olivier,GLOBAL MARKET," 02 62 72 71 65
",,44 rue Monseigneur De Beaumont  ,97400 Saint Denis  ,"Commerce de voitures et de véhicules automobiles légers
",89776425400016,,non attribué,
lebon.commercial@disciplina.re,EMILE,El Masry Dominique,"1'Pact Market
"," 02 62 31 23 48
",, 8 ruelle Boulot , 97400 Saint Denis  ,Activités des centres de culture physique,94877661200012,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	BORIGNIOL CEDRIC,Karo Multiservices," 06 92 36 61 19
",,207 ruelle Maraîchers  ,97440 Saint André ,"Travaux de revêtement des sols et des murs
",84917086500018,,,
lebon.commercial@disciplina.re,EMILE, MOUSSADJY Zamzam,OUEST CARRELAGE," 02 62 37 55 02
",,102 rue Léopold Rambaud , 97490 Saint Denis ,"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)
",32519487600125,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,Dobi Jean,Tentation boulangerie," 02 62 47 86 03
",,"620 CHEMIN BEL OMBRE,  ",97440 SAINT-ANDRE,"Boulangerie et boulangerie-pâtisserie
",98253736700012,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,"ASSOCIATION LE GRAND RAID
(LA DIAGONALE DES FOUS)","ASSOCIATION LE GRAND RAID
(LA DIAGONALE DES FOUS)",02 62 20 32 00,,"168 RUE DU GENERAL DE GAULLE,  ",97400 SAINT-DENIS,"Activités de clubs de sports
",41876096300029,,rpd pas ,
lebon.commercial@disciplina.re,EMILE, Renaudin Pierre,"GEISER INGENIERIE
"," 06 92 66 72 27
",,"11 RUE DES LATANIERS,  ",97400 SAINT-DENIS,"Ingénierie, études techniques
",79018856900012,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,BAZALT REUNION,Azemberg," 02 62 48 48 10
",,54 rue Gén de Gaulle , 97438 Sainte Marie  -  ,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil
",35191787700042,,Non du tout ne fais pas ,
lebon.commercial@disciplina.re,EMILE,	Bouzid Slim,ACEI," 02 62 59 91 39
",,318 rue Mal Leclerc,97400 SAINT-DENIS,"Ingénierie, études techniques
",44797836200054,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,ORA ,"Atmo Réunion 
"," 02 62 28 39 40
",,"LA MARE, 7 RUE MAHE,  ",97438 SAINTE-MARIE,"Autres organisations fonctionnant par adhésion volontaire
",42296966700035,,Fiche contact à remplir ,
lebon.commercial@disciplina.re,EMILE,	MOREL SYLVIE,"Atout Environnement
"," 06 93 13 44 49
",,"6 ALLEE DES OLIVINES, ", 97400 SAINT-DENIS,"Activités spécialisées, scientifiques et techniques diverses
",81870792900019,,rpd pas ,
lebon.commercial@disciplina.re,EMILE, Guillaume Pierre,Impulsion ingenierie," 02 62 37 34 13
",,"APT 9 RESIDENCE VERT PRES, 33 RUE MALARTIC,  ",97400 SAINT-DENIS,"Ingénierie, études techniques
",50085048200026,,AD  secretariat@impulsion-id.fr,
lebon.commercial@disciplina.re,EMILE,CORTES Elodie,EDEX INGENIERIE," 02 62 58 31 77
",,"APT N2, 10 ROUTE DE MOUFIA, ", 97490 SAINT-DENIS,"Ingénierie, études techniques
",50047686600016,,Complet pour le moment ,
lebon.commercial@disciplina.re,EMILE,	MICHEL ERIC,EMCI," 02 62 72 31 76
",,"IMMEUBLE RODRIGUES 1, 5 RUE HENRI CORNU,  ",97490 SAINT-DENIS,"Ingénierie, études techniques
",80005341500025,,Non du tout ne fais pas ,
lebon.commercial@disciplina.re,EMILE,Ledee Alban,"Axiome Ingenierie SARL
"," 06 92 70 53 18
",," 7 BOULEVARD LACAUSSADE,  ",97400 SAINT-DENIS,"Ingénierie, études techniques
",52351101200024,,Non du tt,
lebon.commercial@disciplina.re,EMILE,Lombardot Christophe,"I.N.S.E.T Ingenierie Spécialisée en Equipements Techniques
"," 02 62 21 54 43
",,"TECHNOPOLE DE REUNION, 8 RUE HENRI CORNU,  ",97490 SAINT-DENIS,"Ingénierie, études techniques
",34748390100034,,OUI AD -25 ans secretariat@imageen.re inscrit a france travail 6 mois sans di et avec 1 an,
lebon.commercial@disciplina.re,EMILE,	RATNA PATRICK,"Atelier Dessin PLR
"," 02 62 53 61 65
",,"10 RAVINE CREUSE,  ",97440 SAINT-ANDRE,"Ingénierie, études techniques
",84819399100017,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,GROUPE eBIM,"EBIM Ingénierie
"," 02 62 83 83 94
",,"76 RUE JULIETTE DODU,  ",97400 SAINT-DENIS,"Ingénierie, études techniques
",82269708200029,,Non complet fin 2026,
lebon.commercial@disciplina.re,EMILE,	Colonna Gilles,FEDT DARWIN CONCEPT," 02 62 73 12 20
",,"PARC TECHNOR IMMEUBLE DARWIN, 4 RUE EMILE HUGOT,  ",97490 SAINT-DENIS,"Ingénierie, études techniques
",30271445600076,,Réflechis,
lebon.commercial@disciplina.re,EMILE,Painaye Erick,"Mod Energie
"," 02 62 61 84 69
",,"51 RUE LOUPY,  ",97440 SAINT-ANDRE,"Ingénierie, études techniques
",84456764400019,,Non attribué,
lebon.commercial@disciplina.re,EMILE,Bergeron Xavier,"Copro Immobilier Société 
"," 02 62 40 98 75
",,Le Flamboyant 4 rue Manguiers ,97400 Saint Denis ,"Agences immobilières
",48825843500020,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	Tardivel Philippe,"S.E.I Star Europe Immobilier 
"," 02 62 21 48 48
",,"  10 RUE DE LA FRATERNITE, ",97490 SAINT-DENIS,"Administration d'immeubles et autres biens immobiliers
",38223533100040,,Non uniquement stagiaire,
lebon.commercial@disciplina.re,EMILE,	Pinsel Laurent,"Sidr Saint Benoit Societe Immobiliere Departement Reunion
"," 02 62 52 15 21
",,Localisation17 rue Auguste de Villèle  ,97470 Saint Benoît  ,"Location de logements
",31086359200336,,rpd pas ,
lebon.commercial@disciplina.re,EMILE, Rambaud Stephane,"PASCAL MICHEL, BERTRAND MACE, ET STEPHANE RAMBAUD, NOTAIRES
"," 02 62 20 09 46
",,"13 RUE DE PARIS,  ",97400 SAINT-DENIS,"Activités juridiques
",31355351300026,,réflechis,
lebon.commercial@disciplina.re,EMILE,Alihoussen Zoher,CAMELIAS CAFE," 02 62 52 43 89
",,"13 AVENUE DES COCOTIERS, ", 97400 SAINT-DENIS,"Restauration de type rapide
",82182541100019,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	Collangette Jimmy,TOPEX," 02 62 28 31 02
",,"RDM LES HAUTS, 7 RUE AZEMA,  ",97412 BRAS-PANON ,"Activité des géomètres
",41339354700026,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,        Savignan Jean-Bernard,QUINCAILLERIE SAVIGNAN,0262 53 79 88 ,,79 RUE DESBASSYNS  ,97438 SAINTE-MARIE," Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)
",50324281000011,,Complet pour le moment ,
lebon.commercial@disciplina.re,EMILE,Danis Didier,LOCA BAIE,0262 23 87 04,,ZAC FOUCHEROLLES 14 RUE DE LA MARTINIQU,97400 Saint-Denis,"Location et location-bail de machines et équipements pour la construction
",45196791300059,,non uniquement stagiaire,
lebon.commercial@disciplina.re,EMILE,	AMODE ADAME Ahmed,Velo Oxygen Reunion,0262 41 64 38,,12 RUE JULIETTE DODU,97400 SAINT-DENIS,"Commerce de détail d'articles de sport en magasin spécialisé
",87890669200016,,La gérante me rappaelera ,
lebon.commercial@disciplina.re,EMILE,	RIOU DEVELOPPEMENT,SOREMIR SOCIETE REUNIONNAISE DE MIROITERIE,02 62 29 18 17,,"STE CLOTILDE, 21 B RUE DU STADE DE L'EST, ", 97490 SAINT-DENIS,"Façonnage et transformation du verre plat
",49111452600040,,Gérant occupé prise de contact ok,
lebon.commercial@disciplina.re,EMILE,KAWALILO Guillaume,CHEZ MAXIME SARL BIPROD,0262 23 43 80,,5 rue des artisans,97441 Sainte-Suzanne ,"Boulangerie et boulangerie-pâtisserie
",75226709600028,,pas pour le moment mais prise de contact ok,
lebon.commercial@disciplina.re,EMILE,	Lichaa Raymond,SOLOCAL OUTRE-MER," 02 62 84 73 80
",,91 rue 91 r Juliette Dodu  ,97400 Saint Denis  ,"Régie publicitaire de médias
",42042347700033,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	BACTO PHILIPPE,"BACTO PHILIPPE
"," 06 92 33 94 94
",,"CAMBUSTON, 121 RUE DES CHOCAS, ", 97440 SAINT-ANDRE,"Activités des agences de publicité
",75255230700015,,non du tt,
lebon.commercial@disciplina.re,EMILE,	DE Larroche Patrick,"TOTEM REUNION
"," 02 62 21 19 09
",,"76 B RUE LABOURDONNAIS,  ",97400 SAINT-DENIS,"Édition de revues et périodiques
",49943796000028,,Non attribué,
lebon.commercial@disciplina.re,EMILE,"ARMEL-PHILIPPE , EXA","LUVI MEDIA
"," 06 92 90 60 61
",,"9 RUE JULIETTE DODU,  ",97400 SAINT-DENIS,"Activités des agences de publicité
",44506794500045,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,Attie Alexandre,"Créatine SARL
"," 06 93 33 46 69
",,"LOT 4 IMMEUBLE ODALISQUE ZAC TRIANGLE, 10 RUE DE LA FRATERNITE,  ",97490 SAINT-DENIS,"Activités spécialisées de design
",79193942400010,,non du tt trop petit ,
lebon.commercial@disciplina.re,EMILE,Isa Salim,"Kayamb Communication
"," 02 62 47 35 48
",,"62 BOULEVARD DU CHAUDRON,  ",97490 SAINT-DENIS,Activités des agences de publicité,49190035300021,,Non complet fin 2026,
lebon.commercial@disciplina.re,EMILE, Mangrolia Ibrahim,"ZANNA
","
0692 86 40 12",, Centre commerciale duparc ,Sainte-Marie 97438,"Commerce de détail d'habillement en magasin spécialisé
",94502972600011,,Oui recherche 1 vendeur sur sainte marie et un autre saint benoit avec expérience en vente.  saszanna@hotmail.com,
lebon.commercial@disciplina.re,EMILE,	Cai Celine,"974 Emballage
",0262 30 08 18,,"28 rue Gabriel de Kerveguen, "," ZI du Chaudron, 97490,","Activités des sociétés holding
",90188213400025,,Pc ok,
lebon.commercial@disciplina.re,EMILE,	ANDRE LOIC,Art Et Toits,"06 92 42 12 94
",,"91 CHEMIN HILAIRE DE SAINTE COLOMBE,  ",97417 SAINT-DENIS,"Travaux de couverture par éléments
",80027149600021,,Non du tt,
lebon.commercial@disciplina.re,EMILE,	Marias Albert,ETR 974," 06 93 84 58 47
",,"IMM RODRIGUES 2 TECHNOPOLE REUNIONSAI, 7 RUE HENRI CORNU,  ",97490 SAINT-DENIS,"Travaux de couverture par éléments
",93996505900016,,Non trop petite entreprise ,
lebon.commercial@disciplina.re,EMILE,	Leroux Pascal,"FMBC FACADE METALLO BOIS ET COMPOSITE
"," 06 92 71 55 05
",,"LOT COCOTIERS RIVIERE DES ROCHES, 10 CHEMIN D'AFRIQUE, ", 97412 BRAS-PANON,"Fabrication de structures métalliques et de parties de structures
",79309687600016,,non du tt,
lebon.commercial@disciplina.re,EMILE,Mayer Victor,LCV RENOVATION," 06 93 30 37 13
",,"	12 RES LES EGLANTINES II - LOCAL B, 11 AVENUE EUDOXIE NONGE",ste clotilde 97490,"Travaux de couverture par éléments
",97813292600012,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,"	Gastrin Mélissa , Gastrin Luc","G2&CO 
"," 02 62 47 28 33
",,"8 RUELLE DES ORCHIDEES, ",97440 SAINT-ANDRE,"Travaux de menuiserie métallique et serrurerie
",97980903500012,,Complet pour le moment peut-être année prochaine ,
lebon.commercial@disciplina.re,EMILE,LUDOVIC Bruno,Conception et construction australe," 02 62 50 18 66
",,"ESPACE TARANI LOCAL NO 1, 95 CHEMIN PENTE SASSY, ",97440 SAINT-ANDRE,"Travaux de maçonnerie générale et gros œuvre de bâtiment
",50016474400038,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,"	MOULART Fabian , BOT Emmanuel",TOITURES SERVICES REUNION," 02 62 20 13 35
",,"ILOT 6 - ATELIER 35, PARC D’ACTIVITE DE LA MARE",97438 st marie ,"Travaux de couverture par éléments
",50795023600038,,Non que stagiaire ,
lebon.commercial@disciplina.re,EMILE,CHEVALIER Mickael,"TOITURE K
"," 02 63 01 28 36
",,"66 CHEMIN LA CONFIANCE, ", 97470 SAINT-BENOIT,"Travaux de montage de structures métalliques
",79205435500047,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	GASTRIN Luc,E.R.2.C,0262 47 28 33,,"8 RUELLE DES ORCHIDEES, ",97440 SAINT-ANDRE,"Travaux d'étanchéification
",53846531100024,,non du tt,
lebon.commercial@disciplina.re,EMILE,VIRAMAN Maryline,"Les Gouttières de l'Est
"," 02 62 46 24 48
",,"4 RUE DU COMMERCE, ",97441 SAINTE-SUZANNE,"Location de logements
",41498474000012,,complet,
lebon.commercial@disciplina.re,EMILE,"Plante Jean , DE Lort Serignan Jean","CSOI Conseils et Stratégies Océan Indien
", 02 62 55 15 15,,"ZONE FOUCHEROLLES, 14 RUE DE LA GUADELOUPE, ",97400 SAINT-DENIS,"Travaux de couverture par éléments
",41049766300014,,Non attribué,
lebon.commercial@disciplina.re,EMILE,	BOYER ANDRE AIME,Arc-en-ciel Gouttieres,"
 06 92 17 58 74
",," VINCENDO RDM LES HAUTS, 4 RUE DES BADAMIERS,", BRAS-PANON  97412 ," Fabrication de portes et fenêtres en métal
",75328188000017,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	Ferrere Mickaël,FM LOGISTIQUE," 06 92 87 10 76
",,chemin Finette Ste Clotilde ,97490 Saint Denis ,"Services administratifs combinés de bureau
",92830508500013,,du tt,
lebon.commercial@disciplina.re,EMILE,	Rabusseau Alexandre,HOLDTRANS ," 02 62 42 05 05
",,Gillot Zone Aéroportuaire, 97438 Sainte Marie  -  / Le port ,"Affrètement et organisation des transports
",34428851900038,,Non complet ,
lebon.commercial@disciplina.re,EMILE,	DENNEMONT YANNICK,DENNEMONT MULTI SERVICES EIRL - DMSB / DMST," 06 92 67 32 13
",,	12 RUE EDMOND ALBIUS,st suzanne 97441,"Services de déménagement
",48191362200017,,Complet pour le moment mais prise de contact ok ,
lebon.commercial@disciplina.re,EMILE,Chane Ki Chune Boris,"Réunival SARL
"," 02 62 20 93 30
",,"9 AVENUE ROLAND GARROS, ",97438 SAINTE-MARIE,"Activités de sécurité privée
",47803695700023,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	Cheung-Ah-Seung Jean-Sebastien,"Guy François T.T.R SA
"," 02 62 73 14 44
",,"6 RUELLE MAZEAU, ",97400 SAINT-DENIS,"Affrètement et organisation des transports
",31488847000098,,Non attribué,
lebon.commercial@disciplina.re,EMILE,	Desai Ibrahim,RUNLOGISTIQUE," 02 62 56 74 74
",,"RESIDENCE HALLEY BATIMENT B PORTE 5, 2 RUE CAMILLE VERGOZ, ",97400 SAINT-DENIS,"Affrètement et organisation des transports
",50838804800029,,Non du tout ne fais pas ,
lebon.commercial@disciplina.re,EMILE,	MAYENNE THIERRY,"Jean Thierry Mayenne
"," 06 92 41 08 68
",,"11 RUE DES SAPHIRS, ",97441 SAINTE-SUZANNE,"Affrètement et organisation des transports
",52252333100018,,ne rpd pas,
lebon.commercial@disciplina.re,EMILE,	Aubras Frederic,Bazarapid & Services," 06 92 82 45 22
",,"APT6 1ER ETAGE BAT B RES P COUBERTIN, 97 RUE DES DEUX CANONS, ",97400 SAINT-DENIS,"Services d'aménagement paysager
",84349827000027,,ouvre le 23/10/25,
lebon.commercial@disciplina.re,EMILE,	Gouye Xavier,"Gpx Logistique
"," 02 62 98 70 19
",,12 rue Coco Robert ,97438 Sainte Marie ,"Affrètement et organisation des transports
",43993350800061,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	Lherminez Philippe,"N.T.R. RACING
"," 02 62 50 06 44
",,"ZA LA MARE, 52 RUE ANDRE LARDY, ",97438 SAINTE-MARIE,"Transports routiers de fret interurbains
",80128902600032,,Non pour le moment mais prise de contact ok ,
lebon.commercial@disciplina.re,EMILE,	Tambouchetty Vincent,TRANSTAM," 02 62 47 01 76
",,"DEUX RIVES, 65 CHEMIN DE L'ESPERANCE, ",97441 SAINTE-SUZANNE,"Transports routiers de fret de proximité
",88450176800011,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	SINIMALE Niven,NSMT," 02 62 75 16 78
",,"CAMBUSTON, 201 CHEMIN ETANG, ",97440 SAINT-ANDRE,"Travaux de terrassement courants et travaux préparatoires
",90020720000016,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	DE Larichaudy David,"Speed Transport
"," 06 92 52 07 26
",,"40 ROUTE DES BAMBOUS, ",97400 SAINT-DENIS,"Transports routiers de fret de proximité
",48097881600027,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	Massot Philippe,Trans express reunion," 02 62 97 40 41/0262 42  61 42 
",,ZONE FRET ROLAND GARROS GILLOT ,97438 SAINTE-MARIE/Le port,"Affrètement et organisation des transports
",33863697000034,,Complet mais PC ok ,
lebon.commercial@disciplina.re,EMILE,"	Poinapin Aslam , POINAPIN Falak",TRANSIT OCEAN INDIEN," 02 62 31 56 48
",,"        NOUVELLE AEROGARE FRET BAL N 2, ZAC AEROPORTUAIRE GILLOT",97438 SAINTE-MARIE,"Affrètement et organisation des transports
",50067821400023,,Non du tout pas le temps ,
lebon.commercial@disciplina.re,EMILE, Vallet Frederic,"Schenker France
"," 02 62 48 18 00
",,Aérogare de Fret Gillot Zone Aéroportuaire, 97438 Sainte Marie  -  ,"Transports routiers de fret interurbains
",31179945601628,,correspond occupé ,
lebon.commercial@disciplina.re,EMILE,DENNEMONT Christele,Sdktransport," 02 62 58 04 31
",,"

13 RUE DES EMERAUDES, ",97440 SAINT-ANDRE,"Transports routiers de fret de proximité
",49995433700014,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,"	JAN RIOUFFREYT , Durand Herve","Socièté Nouvelle Legarnisson SNL
"," 02 62 52 81 30
",,"
LocalisationZone Aéroportuaire", 97438 Sainte Marie  -  ,"Affrètement et organisation des transports
",38123183600036,,relancer l'année pro,
lebon.commercial@disciplina.re,EMILE, Karam Lucien,Keepway," 02 62 28 40 40
",,"ZONE INDUSTRIELLE DU CHAUDRON, 3 RUE PIERRE AUBERT, ",97490 SAINT-DENIS,"Activités de sécurité privée
",53325571700019,,non pas possible ,
lebon.commercial@disciplina.re,EMILE,"	Simon Carole , SA CERP REUNION SIPR","Trans Sipr
"," 02 62 72 10 37
",,"14 RUE DE L'ABATTOIR, ",97400 SAINT-DENIS,"Transports routiers de fret de proximité
",49197250100028,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	ANOIRI-ASSIMAKOU IBRAHIM,"Ibrahim Anoiri
"," 02 62 29 12 45
",,"APT 50 RES CHAUDRON, 5 RUE ROGER PAYET, ",97490 SAINT-DENIS,"Autres activités de poste et de courrier
",90460309900014,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,Peard Guillaume,"Kuhne Et Nagel France
"," 02 62 28 10 10
",,"
LocalisationZone Aéroportuaire Roland Garros Aéroport", 97438 Sainte Marie  -  ,"Entreposage et stockage non frigorifique
",33358346601274,,Oui intéresser attente de l'appel du responsable ,
lebon.commercial@disciplina.re,EMILE,	CARPAYE MICHEL,"CMR OI à Saint Denis
"," 06 93 97 39 26
",,"70 AVENUE EUDOXIE NONGE, ",97490 SAINT-DENIS,"Transports routiers de fret interurbains
",40034627600027,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,        BELON JOSEPH,"ALLO GAZ
"," 02 62 52 76 09
",,"23 CHEMIN DES TROENES, ",97490 SAINT-DENIS,"Autres activités de poste et de courrier
",38178515300028,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	Camalon Richard,Transcam," 02 62 50 13 68
",,"BRAS MADELEINE, 20 CHEMIN CAMALON, ",97470 SAINT-BENOIT,"Transports routiers de fret de proximité
",49832710500017,,non du tt,
lebon.commercial@disciplina.re,EMILE,	Soucramanien Jimmy,JS TRANSPORT," 02 62 41 18 27
",,"80 ROUTE DE PITON CAILLOUX, ",97438 SAINTE-MARIE,"Transports routiers de fret de proximité
",45284024200021,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	Dagard STEPHANE,SDG CONSULTANT TL," 02 62 30 18 24
",,"LA MONTAGNE, 13 RUE OSCAR DE JOUVANCOURT, ",97417 SAINT-DENIS,"Affrètement et organisation des transports
",97865669200016,,rpd pas ,
lebon.commercial@disciplina.re,EMILE,	TOUNEJI JEAN,"Jean François Touneji
"," 02 62 46 39 18
",,"27 B LOTISSEMENT LES FEUILLANTINES, ",97440 SAINT-ANDRE,"Travaux de terrassement courants et travaux préparatoires
",33765408100039,,non du tt trop petit ,
lebon.commercial@disciplina.re,EMILE,Manicon Velin Julien,"STMV Socitété Transport Manicon Velin
"," 06 93 61 55 62
",,"16 B CITE ARTISANALE, ",97412 BRAS-PANON,"Transports routiers de fret de proximité
",90001221200016,,non ne fais pas ,
